title,genre,classification,duration,synopsis,url
The Da Vinci Treasure,Action & Adventure,N/A,1hr 31 min,"Basado en eventos históricos, un antropólogo forense que busca emociones debe desentrañar el misterioso código encerrado en las obras de Leonardo Da Vinci.",https://pluto.tv/on-demand/movies/5e5052ce556910c70661ebb6/details
Santuario: Población Uno,Sci-Fi & Fantasy,N/A,1hr 16 min,"Un joven idealista; Ethan, se queda buscando a su familia mientras lucha contra los infectados, la milicia Med-Ex y los merodeadores sedientos de sangre, y los fantasmas de su pasado.",https://pluto.tv/on-demand/movies/628cfe6140fe890013b915e6/details
Target Earth,Sci-Fi & Fantasy,PG-13,1hr 32 min,"Solo Tammy conoce el plan de batalla para la inminente invasión alienígena de la Tierra, y se convierte en el objetivo de un asesino federal programado para matarla. ¿Podrá el policía local Sam Adams protegerla, averiguar el horario y salvar el planeta?",https://pluto.tv/on-demand/movies/6283a5ece6e53d0013666946/details
Pirates of Treasure Island,Action & Adventure,N/A,1hr 20 min,"La vida de monotonía de un posadero cambia repentinamente cuando toma posesión de un mapa del tesoro. Reclutando la ayuda de Long John Silver y su banda de piratas asesinos, se pone en marcha en busca de la maldita Isla Esqueleto.",https://pluto.tv/on-demand/movies/5e50537e835a07c7c6c1e9ac/details
Tormenta terrestre,Sci-Fi & Fantasy,NC-17,1hr 29 min,"Un asteroide golpea el lado oscuro de la luna, desencadenando cambios climáticos en la tierra.",https://pluto.tv/on-demand/movies/615b139834ee6100132be4a9/details
Andron - El laberinto negro,Sci-Fi & Fantasy,PG-13,1hr 36 min,"En el año 2154 un grupo de jóvenes se despiertan en la oscuridad, en un claustrofóbico laberinto. No recuerdan quienes son ni cómo llegaron allí, ni siquiera saben cuáles son sus nombres.",https://pluto.tv/on-demand/movies/5f7b87abe4b56900138b8106/details
Dredd,Sci-Fi & Fantasy,R,1hr 36 min,"Una prostituta convertida en narcotraficante pretende apoderarse de la futurista ciudad de Mega City One. El juez Dredd, el principal miembro de una fuerza policial de élite, es la última esperanza de la ciudad.",https://pluto.tv/on-demand/movies/65c114122e62fe0013dd48a6/details
Infierno en la nieve,Sci-Fi & Fantasy,PG-13,1hr 29 min,"Una ciudad de Alaska está en peligro de ser destruida por una bola de cristal mágica que aparece envuelta como un regalo de Navidad en la puerta de una familia. Al ser sacudida, provoca desastres en el mundo real.",https://pluto.tv/on-demand/movies/5f3fd8a4ad190c001a52e846/details
Bounty Killer,Sci-Fi & Fantasy,TV-MA,1hr 32 min,"En un mundo post-apocalíptico, uno grupo de asesinos famosos persiguen a unos criminales de cuello blanco.",https://pluto.tv/on-demand/movies/60a52a0506e9520016477ad7/details
Titanic II,Documentary,N/A,1hr 30 min,"En el centenario del viaje original, un moderno y lujoso barco bautizado como ""Titanic 2"" sigue el camino de su homónimo.",https://pluto.tv/on-demand/movies/5dc92ce0010fbb45854dc749/details
Jeruzalem,Sci-Fi & Fantasy,R,1hr 33 min,Dos estadounidenses de vacaciones se unen a un estudiante de antropología en un viaje por Jerusalén al que llegan justo cuando se desata el terrorífico apocalipsis bíblico.,https://pluto.tv/on-demand/movies/6408c4b6803fcf0013f19449/details
2-Headed Shark Attack,Action & Adventure,N/A,1hr 28 min,"Después de que su bote es hundido por un tiburón mutado de dos cabezas, los sobrevivientes escapan a un atolón desierto. Pero cuando comienza a inundarse, nadie está a salvo de la doble mandíbula del monstruo.",https://pluto.tv/on-demand/movies/5ffc9a28ce98800013eb1edd/details
Invasion of the Pod People,Sci-Fi & Fantasy,N/A,1hr 25 min,"En la línea de ""Invasion of the Body Snatchers"", después de que los amigos y compañeros de trabajo más cercanos de una mujer experimentan cambios extremos de personalidad, comienza a sospechar que han sido reemplazados por invasores extraterrestres.",https://pluto.tv/on-demand/movies/5e5052fc2770dec73cb484ab/details
Catástrofe helada,Sci-Fi & Fantasy,TV-14,1hr 27 min,"Es Navidad y todo está tranquilo en un apacible pueblo mientras la nieve cubre cada rincón. Sin embargo, la tragedia empieza cuando un terrorífico meteorito se estrella y amenaza con dejar cristalizada a toda la población.",https://pluto.tv/on-demand/movies/5f3fd8c8ad190c001a52ebed/details
El Monstruo de Metal,Sci-Fi & Fantasy,PG-13,1hr 30 min,Un satélite ruso se sale de órbita e impacta en la Tierra. Dos hermanos encuentran los restos del artefacto y descubren que contiene una extraña sustancia alienígena que confiere vida al hierro.,https://pluto.tv/on-demand/movies/5f49382917dc86001a79fed1/details
Poseidón Rex,Sci-Fi & Fantasy,TV-MA,1hr 19 min,"Cuenta como una pequeña isla, cerca de la costa de Belice sufre aterrorizada el ataque de un mortal depredador del pasado remoto del planeta.",https://pluto.tv/on-demand/movies/603e621a049634001a5f3372/details
Alien Abduction,Sci-Fi & Fantasy,N/A,1hr 36 min,"Mientras acampan, Jean y sus tres amigos son secuestrados por extraterrestres. Ella regresa a la conciencia en un hospital militar de los Estados Unidos especialmente diseñado para rehabilitar a abducidos extraterrestres.",https://pluto.tv/on-demand/movies/5dc931e0aeb86de95662f686/details
Las guerras inmortales 2: Resurgimiento,War,TV-14,1hr 52 min,La guerra por la libertad acaba de comenzar. Trikalypse une fuerzas con el líder rebelde y un equipo de luchadores por la libertad para acabar con Dominion y exponer su malvada corporación al mundo.,https://pluto.tv/on-demand/movies/627c0d6a55812e0013ede987/details
Shark Week,Horror,N/A,1hr 29 min,Un grupo de completos extraños se encuentran aislados por un loco rico en el complejo de su isla. Se ven obligados a entrar en un guantelete espantoso donde deben sobrevivir a un aluvión de especies de tiburones cada vez más letales.,https://pluto.tv/on-demand/movies/5dc92f764f177d256c3ae891/details
La profecía del juicio final,Sci-Fi & Fantasy,TV-MA,1hr 32 min,Raros sucesos geológicos azotan el planeta y amenazan con acabar toda forma de vida en la Tierra. La única persona capaz de detener la catástrofe es un misterioso escritor con poderes adivinatorios que muere en extrañas circunstancias.,https://pluto.tv/on-demand/movies/603e620c049634001a5f3258/details
Serpiente de fuego,Sci-Fi & Fantasy,R,1hr 29 min,Una enorme bola de fuego del sol golpea la Tierra y desata un demonio de fuego invencible que comienza a poseer a los humanos.,https://pluto.tv/on-demand/movies/5f3fd8e3ad190c001a52ee75/details
Kaw,Sci-Fi & Fantasy,TV-14,1hr 32 min,"Cuando los cuervos comienzan a atacar a los humanos en un pequeño pueblo, no hay donde esconderse. Hay muy poco tiempo para averiguar por qué sucede esto, y los cuervos aprenden rápidamente.",https://pluto.tv/on-demand/movies/615b13a734ee6100132be75e/details
Trébol Maldito,Sci-Fi & Fantasy,R,1hr 30 min,"Un malvado duende que ha sido encarcelado en las raíces de un viejo roble es accidentalmente liberado en el Día de San Patricio. Una vez libre, lleva a cabo su sangrienta venganza sobre las personas que originalmente lo encarcelaron.",https://pluto.tv/on-demand/movies/62befb1c8fd582001332b55b/details
Tormentageddon: Apocalipsis infernal,Sci-Fi & Fantasy,TV-14,1hr 25 min,"Echelon', un potente y complejo programa informático diseñado para predecir el comportamiento humano, se apodera de todo el sistema informático de Estados Unidos.",https://pluto.tv/on-demand/movies/5f3fd898ad190c001a52e718/details
Las Guerras Inmortales,War,TV-14,1hr 32 min,"Después de que una guerra catastrófica sume al mundo en el caos, surge una nueva raza de seres con superpoderes conocidos como ""desviados"".",https://pluto.tv/on-demand/movies/627c0d6655812e0013ede8e1/details
Monstruos de Guerra,Horror,TV-14,1hr 20 min,"Algo ha despertado, y una ciudad debe trabajar en conjunto antes de que un gorila gigante, un tiranosaurio rex y otras criaturas mortales recuperen el planeta.",https://pluto.tv/on-demand/movies/627c0a3b55812e0013ede34a/details
Andreas Quake,Action & Adventure,N/A,1hr 24 min,"Cuando una desacreditada sismóloga advierte de un inminente terremoto de 12.7, nadie la toma en serio. Ahora, corre desesperadamente para poner a salvo a su familia antes de que el terremoto rompa Los Ángeles.",https://pluto.tv/on-demand/movies/5e50539dca8232c7ea0ecb8c/details
La Invasión – Ocupación Alienígena,Sci-Fi & Fantasy,R,2hr 8 min,"Dos años después de que los extraterrestres aterrizaran en la Tierra, los sobrevivientes de Sydney, Australia, luchan en una guerra desesperada mientras el número de muertos continúa aumentando. Una última batalla es la esperanza de la humanidad.",https://pluto.tv/on-demand/movies/666c5af8626cfe00136f1337/details
María Montez,Drama,N/A,1hr 39 min,"Era conocida como ""La reina del tecnicolor"" en Hollywood y Europa, pero a medida que se hacía más famosa, se sentía más vacía. Un startlet que no podía encontrar el amor o la felicidad hasta que fué demasiado tarde.",https://pluto.tv/on-demand/movies/5e5051d32c0b02c60a6f6d63/details
Condena Injusta,Drama,TV-MA,2hr,"Marie Schaerer, la hija de un rico comerciante de telas, es acusada de prostitución en vísperas de su matrimonio concertado con el hijo ilegítimo de un duque. Es encarcelada, despojada de su inocencia, azotada en público y desterrada de la ciudad.",https://pluto.tv/on-demand/movies/609ae6e550ae750013ec4a5f/details
Furia de Dragón,Sci-Fi & Fantasy,TV-14,1hr 28 min,"Una soldado retirada es reclutada, junto con sus compañeros, para dar caza a una bestia que acecha en las montañas.",https://pluto.tv/on-demand/movies/627c0d5455812e0013ede73d/details
Butter,Comedy,R,1hr 30 min,"Los ciudadanos de un pequeño pueblo del Medio Oeste, Iowa (EEUU), celebran cada año una competición muy especial en la que luchan por modelar la mejor escultura de mantequilla. Cada participante tiene sus propias motivaciones e historia personal.",https://pluto.tv/on-demand/movies/5f7b879ee4b56900138b7ff4/details
El duelo final,Action & Adventure,R,1hr 30 min,"Una luchadora que dejó el ring se ve obligada a volver al servicio activo cuando su hermana, quien ingresó al mundo de los combates ilegales, tiene su vida amenazada por el dueño del torneo, un hombre sádico y capaz de todo.",https://pluto.tv/on-demand/movies/5fda4082aabcdd001aaf4264/details
Para Chicas de Color,Drama,R,2hr 13 min,"El cineasta Tyler Perry adapta este trabajo emblemático a la gran pantalla, integrando el vívido lenguaje de los poemas de Ntozake Shange en una narrativa contemporánea que explora lo que significa ser una mujer de color, cualquier color, en este mundo.",https://pluto.tv/on-demand/movies/65c52f025884b4001321a02a/details
Blue Jasmine,Drama,PG-13,1hr 38 min,"Jasmine, una mujer rica y glamourosa de la alta sociedad neoyorquina, se encuentra de repente sin dinero y sin casa.",https://pluto.tv/on-demand/movies/5eaaeb05718be7001af50b1c/details
¿Cómo diablos le hace?,Romance,PG-13,1hr 29 min,"Una comedia centrada en la vida de Kate Reddy, una ejecutiva financiera que es el sostén de su esposo y sus dos hijos.",https://pluto.tv/on-demand/movies/63adec2288bc2000134d0f13/details
Nunca te Rindas,Drama,TV-MA,1hr 33 min,"Lisa es una madre soltera que deberá tomar la ley por su mano para recuperar a su hijo secuestrado. Cuando las autoridades le dan la espalda, el dolor y la rabia la obligarán a actuar de forma drástica.",https://pluto.tv/on-demand/movies/609bf0ac41fc480013277e3c/details
Sushi del East Side,Comedy,PG,1hr 46 min,"Juana, una madre soltera y trabajadora, comienza a trabajar en un restaurante japonés. Luchando contra todas las expectativas, trabaja, se prepara, y alcanza su sueño de ser chef de sushi.",https://pluto.tv/on-demand/movies/5e178aaf362e8a5fefb0924f/details
Una Historia de Amor y Oscuridad,Documentary,PG-13,1hr 38 min,"La historia del escritor Amos Oz, nacido en Palestina y criado en la posguerra por un padre amante de la literatura y una madre polaca que huyó del antisemitismo. Amos Oz trató de llegar a un acuerdo pacífico entre Israel y Palestina.",https://pluto.tv/on-demand/movies/5f80695d740902001a94b373/details
Las Niñas Bien,Comedy,PG-13,1hr 39 min,"En medio de casas de lujo, autos Grand Marquis y música de Julio Iglesias, Yuri y Menudo, Sofia (Ilse Salas) y un grupo de mujeres viven los devenires del clasismo, las buenas costumbres y las crisis económicas.",https://pluto.tv/on-demand/movies/610d95983ef27200134ddb5d/details
Una Noche de Locuras,Drama,R,1hr 22 min,"Cuatro mujeres que solo tienen en común que sus hijos van a la misma clase y siempre son castigados, deciden salir un día para cenar juntas y compartir impresiones al respecto.",https://pluto.tv/on-demand/movies/5f7b86f9e4b56900138b767e/details
Vidas Violentas,Crime,PG-13,1hr 9 min,"Integrada por seis cortometrajes escritos y dirigidos por seis de los más connotados directores mexicanos, la película fue realizada y dirigida para concientizar y reducir la violencia de género, el acoso escolar en las escuelas y la violencia doméstica",https://pluto.tv/on-demand/movies/65d4ee47a3a8580013ef43f7/details
Adult World,Comedy,NC-17,1hr 33 min,Amy cree estar destinada a ser poeta. Acepta un trabajo mientras busca una tutoría con un escritor solitario.,https://pluto.tv/on-demand/movies/636910d29debef0013b26234/details
Piratas,Action & Adventure,R,2hr 10 min,Un grupo de piratas y bandidos se unen para cazar a una ballena gris que se ha tragado el sello real,https://pluto.tv/on-demand/movies/62cc2b7f9f6f4700149303c9/details
Toña Machetes,Drama,N/A,1hr 55 min,"Toña Machetes es una brava mujer que logró elevarse por encima de los prejuicios sociales de los años 30. Dueña de una gran extensión de tierra y temida por su carácter, vive separada de su esposo aristócrata y acechada por constantes amenazas de muerte.",https://pluto.tv/on-demand/movies/61ba106ba6334f00130b9bdf/details
Epiphany,Drama,PG-13,1hr 25 min,Una joven lucha por crear una relación con su padre después de la muerte de su tía que la crió.,https://pluto.tv/on-demand/movies/6266e4debaa39e0013e4a75a/details
Nunca me dejes Sola,Drama,R,1hr 42 min,"Kate es diagnosticada con Esclerosis Múltiple y Bec asume un trabajo ayudando a Kate. En ese momento,el matrimonio de ella con Evan llega al límite, y ambas forman un vínculo poco convencional, a veces conflictivo y ferozmente honesto.",https://pluto.tv/on-demand/movies/6141f44dbce9e900135a5e4a/details
Underworld,Thriller,R,2hr 14 min,"Selene, una guerrera vampiro, está inmersa en un conflicto entre vampiros y hombres lobo, mientras se enamora de Michael, un humano que es buscado por hombres lobo por razones desconocidas.",https://pluto.tv/on-demand/movies/5dfd2e87be7e53bc0c65d627/details
The English Teacher,Comedy,R,1hr 31 min,"Linda, una profesora de inglés cuya reprimida vida personal convive con un marcado contraste con la pasión que lleva al salón de clases. Su vida cambia cuando el alumno estrella regresa a su pueblo tras fracasar como dramaturgo.",https://pluto.tv/on-demand/movies/5f7357c776c54900134c3633/details
