title,genre,classification,duration,synopsis,url
La Fe que nos une,Action & Adventure,TV-PG,1hr 36 min,Dos hombres embarcan en un viaje al Memorial de los veteranos de Vietnam guiados por las cartas que sus padres escribieron durante el servicio en la guerra.,https://pluto.tv/on-demand/movies/62b9eb6f2fbef400138a7920/details
Los hambrientos,Action & Adventure,PG-13,1hr 43 min,"En un remoto pueblo de Canadá, un virus afecta a la mayoría de sus habitantes transformándolos en unos zombis hambrientos de carne humana.",https://pluto.tv/on-demand/movies/6256d7a9bacbfb0013c1b190/details
Señor Chocolate,Documentary,PG-13,1hr 59 min,Con Omar Sy. Un hombre nacido en Cuba a finales del siglo XIX llega a Francia a trabajar en el circo. Es el primer payaso negro que conquistó al París de la Belle Époque con su entusiasmo y originalidad.,https://pluto.tv/on-demand/movies/62138b5733b8100013bb6c4c/details
Terror en Siria,Thriller,TV-14,1hr 52 min,Dos pilotos iraníes están en una misión especial para rescatar a la gente de una pequeña ciudad siria que está rodeada por terroristas de ISIS. Ellos tendrán que enfrentar muchos desafíos antes de poder cumplir la misión.,https://pluto.tv/on-demand/movies/62b9f2b7a0bf2600133ef061/details
Nezha: Corriendo por la vida,Drama,TV-G,1hr 44 min,El campeón del simulador de carreras Du Jieke desafía a los campeones de la Fórmula 1 al enamorarse de la piloto profesional Lu Lili. Una historia moderna sobre las carreras que captura la presión que viven los jóvenes pilotos.,https://pluto.tv/on-demand/movies/6256d777bacbfb0013c1af63/details
Mi perro es un robot,Children & Family,TV-G,1hr 30 min,"Cuando el mejor amigo peludo de Tyler muere trágicamente, su padre, que es inventor, crea un nuevo perro para ocupar su lugar. Con poderes mecánicos y habilidades robóticas, el nuevo miembro de la familia los mantendrá a todos alerta.",https://pluto.tv/on-demand/movies/6256d788bacbfb0013c1afdd/details
Más allá del horizonte,Action & Adventure,R,1hr 46 min,Con Frank Grillo. Un detective tenaz embarca en una búsqueda incansable para liberar a su hijo de un nave alienígena.,https://pluto.tv/on-demand/movies/62138b5033b8100013bb6bca/details
The King's avatar: por la gloria,Anime,TV-G,1hr 37 min,"En este spin-off anterior a la franquicia The King's Avatar, un grupo de jóvenes es patrocinado por el dueño de un bar de internet para formar un equipo de deportes electrónicos para participar en las competencias nacionales.",https://pluto.tv/on-demand/movies/6256d796bacbfb0013c1b090/details
Reflejos siniestros,Horror,PG-13,1hr 23 min,"Los estudiantes de un prestigioso internado se convierten en las próximas víctimas de la Reina de Espadas cuando juegan con un espejo que concede deseos, sin saber que el precio de los deseos es su alma.",https://pluto.tv/on-demand/movies/63d414c0200a670013670311/details
Inmersión,Romance,TV-G,1hr 51 min,"Un encuentro casual en una playa francesa llevá un joven militar y una científica a vivir un romance intenso y duradero. Separados, y contemplando su posible muerte, el recuerdo mutuo los ayudará a ver belleza en la oscuridad.",https://pluto.tv/on-demand/movies/6346d28ccba1290014d863d0/details
Trumbo: la lista negra,Drama,PG-13,2hr 4 min,"Con la ganadora del Oscar Helen Mirren y los nominado al Oscar Bryan Cranston y Diane Lane. En 1947, Trumbo era el guionista más exitoso de Hollywood, pero pasó a la lista negra de la industria cinematográfica y fue arrestado por sus ideas políticas.",https://pluto.tv/on-demand/movies/62138b5d33b8100013bb6cce/details
El poder de la cruz,Drama,R,1hr 59 min,"Cuando la fe de un pastor es sacudida, él recuerda que la verdadera fe siempre requiere acción. Su respuesta enciende una llama que transforma todo el que la toca, de una manera que sólo Dios podría orquestar.",https://pluto.tv/on-demand/movies/6256d76cbacbfb0013c1aee9/details
Un hombre a la altura,Comedy,PG-13,1hr 38 min,"Una hermosa y recién divorciada abogada recibe una llamada de un hombre que se ha encontrado su móvil. Él es educado y culto, y ella cae bajo su hechizo. Tienen una cita, pero su encuentro no es el esperado. Con el ganador del Oscar Jean Dujardin.",https://pluto.tv/on-demand/movies/6256d78cbacbfb0013c1b016/details
Hasta el final,Horror,TV-14,1hr 25 min,Un padre decide llevar a su hija de campamento para mejorar su relación cuando son sorprendidos por el apocalipsis zombi. Ahora hará cualquier cosa para escapar de la horda de muertos y salvar a su familia.,https://pluto.tv/on-demand/movies/62b9eb642fbef400138a78aa/details
Ma ma,Drama,PG-13,1hr 51 min,"Con la ganadora del Oscar, Penélope Cruz. Tras ser diagnosticada con cáncer de mama, Magda una maestra en paro, reacciona con gran valentía y optimismo, por lo que impactará a toda su familia con momentos especiales para recordar.",https://pluto.tv/on-demand/movies/62138b5a33b8100013bb6c8d/details
Palestina: una tierra en conflicto,Drama,TV-G,1hr 16 min,"Chaim, un soldado israelí herido y sin memoria, es confundido con un joven palestino desaparecido hace años. Con amor, lo reciben y lo integran en su mundo. Así, de primera mano, descubre lo absurdo de la guerra entre Israel y Palestina.",https://pluto.tv/on-demand/movies/6256d7a5bacbfb0013c1b157/details
Fuerzas malignas,Horror,PG-13,1hr 25 min,De vacaciones en Camboya el joven Ben y Amber se conocen y comienzan a vivir un amor apasionado. Las vacaciones perfectas se convierten rápidamente en una pesadilla cuando una entidad malvada comienza a perseguir a la chica.,https://pluto.tv/on-demand/movies/625dbabc228ab000133e2dee/details
Efecto flashback,Thriller,R,1hr 37 min,"En este thriller psicológico protagonizado por Dylan O’Brien (The Maze Runner), Fred protagoniza extraños flashbacks. Tratando de armar este rompecabezas, se embarca en un viaje al pasado a través de las dimensiones de su memoria.",https://pluto.tv/on-demand/movies/649c886c12c80e0013cd187e/details
Una visita al pasado,Drama,PG-13,2hr 3 min,"Con Kurt Russel. Una estrella de fútbol resultó herida y ahora vive como granjero con su familia. En un juego del destino, tiene la oportunidad de viajar en el tiempo y recuperar su gloria, pero cambiar el pasado también altera su presente.",https://pluto.tv/on-demand/movies/649c84d8ab3edd001382cff2/details
El secuestro del bus 300,Thriller,PG-13,1hr 15 min,"La historia real del secuestro de 41 pasajeros de autobús en Israel en la década de los ochenta. Entre el terror y verdaderos actos de heroísmo, los involucrados vieron sus vidas transformadas para siempre. Del director de la aclamada serie Fauda.",https://pluto.tv/on-demand/movies/62138b6633b8100013bb6d91/details
Perdido sin rastro,War,TV-14,1hr 48 min,"Con Brian Cranston y Jennifer Garner. Howard tiene una familia amorosa y un gran trabajo, pero por dentro está al borde de una crisis. Buscando su yo interior, se esconde en el ático de su garaje dejando a su familia preguntándose qué le sucedió.",https://pluto.tv/on-demand/movies/6346d284cba1290014d8634a/details
Sin rastro alguno,Drama,PG-13,1hr 29 min,"Tras la muerte de su mujer, un policía deja la profesión para cuidar de su hija. Trabaja limpiando escenas de crímenes, pero un día, esa tarea rutinaria termina amenazando la vida estable que ha construido para su familia.",https://pluto.tv/on-demand/movies/62138b4d33b8100013bb6b91/details
El navío,Drama,PG-13,1hr 26 min,"Leo es el único sobreviviente del tsunami que hace diez años arrasó su escuela primaria. Ahora se propone construir, en tan solo unos días, un Navío con los restos de las aulas, lo que despertará el entusiasmo de todo el pueblo.",https://pluto.tv/on-demand/movies/62138b7433b8100013bb6eb7/details
José y María,Drama,TV-G,1hr 23 min,"José y María es una historia llena de amor y esperanza, de misericordia versus revancha. Retrato de los años antes de que Jesús se convirtiera en el Hombre que finalmente cambiara el curso de la humanidad para siempre.",https://pluto.tv/on-demand/movies/6256d772bacbfb0013c1af2a/details
Siervos de la guerra,Thriller,PG-13,1hr 42 min,"Dos policías intentan resolver el asesinato de un médico. Poco a poco, descubren una maraña de corrupción, un lucrativo comercio de órganos humanos y ADN.",https://pluto.tv/on-demand/movies/62138b6933b8100013bb6dc2/details
El arte de amar,Comedy,TV-G,1hr 34 min,"Este romance moderno y divertido nos hará pensar en el valor que le damos a la vida, al amor y al arte. Liam es un artista frustrado que escenifica su propia muerte para valorizar su obra. El plan es un éxito, ¿pero hasta dónde llevará la farsa?",https://pluto.tv/on-demand/movies/6256d784bacbfb0013c1afa0/details
En el nombre del padre,Drama,TV-14,1hr 34 min,"Maggie es una adolescente que vive bajo las reglas de su padre, un fanático religioso. La llegada de tres jóvenes a su remota granja hace temblar sus ciegas creencias, mientras su padre hará todo lo posible por mantener el control sobre la familia.",https://pluto.tv/on-demand/movies/62b9eb692fbef400138a78e3/details
Terror en el aire,Drama,PG-13,1hr 21 min,"Basado en un accidente de avión real. Cuando el parabrisas de un avión comercial se rompe a 30.000 pies, un piloto y su tripulación harán cualquier cosa para garantizar la seguridad de los pasajeros y aterrizar el avión.",https://pluto.tv/on-demand/movies/63d414b0200a670013670004/details
Tensión en Siria,Action & Adventure,R,1hr 52 min,Dos pilotos iraníes están en una misión especial para rescatar a la gente de una pequeña ciudad siria que está rodeada por terroristas de ISIS. Ellos tendrán que enfrentar muchos desafíos antes de poder cumplir la misión.,https://pluto.tv/on-demand/movies/64a6c6b46315810013c957b3/details
Final del viaje,War,PG-13,1hr 48 min,"Primera Guerra Mundial. Dos amigos de la infancia se encuentran en un escondite del ejército británico, donde se preparan para un gran avance alemán. Tras tres años de iniciada la guerra, esperan ansiosos el momento de regresar a casa.",https://pluto.tv/on-demand/movies/62138b5333b8100013bb6c0b/details
LBJ: La esperanza de una nación,Drama,TV-14,1hr 37 min,"Al perder la nominación del Partido Demócrata ante Kennedy, Lyndon Johnson acepta actuar como su vice. Cuando asume el cargo después del asesinato del presidente, LBJ lucha para asegurar su presidencia aprobando la Ley de Derechos Civiles de Kennedy.",https://pluto.tv/on-demand/movies/6346d281cba1290014d8630d/details
Delirio,Thriller,R,1hr 39 min,"Con Ben Whishaw. Joseph es un guardia de seguridad del aeropuerto solitario atrapado en una vida sin propósito. En un impulsivo acto de rebelión, da rienda suelta a su ser más salvaje y vivirá un día furioso en las calles de Londres.",https://pluto.tv/on-demand/movies/649c887012c80e0013cd191b/details
Cake: Una razón para vivir,Drama,N/A,1hr 41 min,"Claire es una mujer que sufre un dolor crónico, y se obsesiona con el suicidio de una compañera de su grupo de terapia, Nina, a la vez que inicia una relación con el viudo de ésta, Roy.",https://pluto.tv/on-demand/movies/6256d75fbacbfb0013c1ae6f/details
El precio del perdón,Drama,R,1hr 39 min,"Un viudo que pierde la custodia de su hija también pierde su empleo. Así que acepta conducir un camión por todo el país, sin hacer preguntas. Pero su vida cambiará cuando él descubre lo que transporta.",https://pluto.tv/on-demand/movies/63d414ba200a6700136701d5/details
Los 23 - Prisioneros en Irak,War,PG-13,1hr 41 min,"La historia real de un grupo de adolescentes voluntarios del ejército iraní que fueron secuestrados por tropas iraquíes en 1982. Saddam Hussein trató de usarlos como propaganda para la guerra, pero los 23 jóvenes resistieron valientemente.",https://pluto.tv/on-demand/movies/62138b6c33b8100013bb6dff/details
Marioneta,Drama,PG-13,1hr 54 min,Un joven actor cubano llega a México buscando una oportunidad. Por azar conoce a una chica en el metro y eso lo lleva directamente a trabajar para la mafia que controla a los limosneros que trabajan actuando en la ciudad.,https://pluto.tv/on-demand/movies/6256d7a1bacbfb0013c1b116/details
Mimic: No sigas las voces,Horror,PG-13,1hr 39 min,"Una familia que aún se está recuperando de un incidente traumático es víctima de un ser sobrenatural. Inspirado en la leyenda urbana coreana del Jangsan Tiger, una criatura devoradora de hombres que atrae a las personas imitando una voz.",https://pluto.tv/on-demand/movies/63d414c3200a6700136703aa/details
Guardián y verdugo,Drama,PG-13,1hr 46 min,"En un marco histórico sumido en el Apartheid y la segregación racial, la película está basada en el suceso que ocurrió en 1987 en Pretoria, cuando Leon Labuchagne, un guardia de 17 años de edad de una prisión acribilló a disparos a siete personas.",https://pluto.tv/on-demand/movies/62138b6033b8100013bb6d13/details
Identidad alterada,Action & Adventure,R,1hr 36 min,"Al ser confundido con un agente de la CIA involucrado en el robo de un experimento militar, a Dean le inyectan una droga que provoca alucinaciones. Ahora su novia y un detective tienen solo seis horas para encontrar el antídoto y salvarle la vida.",https://pluto.tv/on-demand/movies/649c886812c80e0013cd17e1/details
El imperio de las sombras,Action & Adventure,R,2hr 20 min,"Finales de los años 20, durante la ocupación japonesa de Corea. Un grupo de la Resistencia intenta traer explosivos desde China para destruir la base nipona en Seúl, mientras que los japoneses intentan detenerlos.",https://pluto.tv/on-demand/movies/649c887812c80e0013cd1a55/details
La leyenda del gigante de la montaña,Sci-Fi & Fantasy,PG-13,1hr 44 min,"En esta aventura de la mitología nórdica, Espen, el hijo de un humilde granjero, se embarca en una peligrosa aventura con sus hermanos para salvar a la princesa de la región de un malvado monstruo conocido como ""el gigante de la montaña"".",https://pluto.tv/on-demand/movies/62138b6333b8100013bb6d54/details
Resuelve el caso,Children & Family,TV-G,1hr 34 min,"Con Susan Sarandon. Después de quedarse sola en casa, una intrépida niña de 10 años es testigo del secuestro de una mujer. Ella, junto con una veterana detective de Nueva York resolverán el secuestro de una joven.",https://pluto.tv/on-demand/movies/6256d75abacbfb0013c1ae32/details
El juego de la Bruja,Horror,R,1hr 41 min,"Un grupo de amigos debe enfrentar sus miedos en un juego. En un círculo formado por cien velas, deben elegir y tomar una de ellas y contar una historia de terror. A medida que se cuentan las historias comienzan a ocurrir sucesos extraños.",https://pluto.tv/on-demand/movies/625dbabe228ab000133e2e23/details
El enviado de Dios,Drama,PG,1hr 27 min,La llegada de un perro a una familia en sufrimiento trae consuelo y compañía a un niño de 9 años y a un matrimonio dañado.,https://pluto.tv/on-demand/movies/649c887f12c80e0013cd1b9b/details
El Silbón: Orígenes,Horror,TV-G,1hr 23 min,"Ángel fue marcado al nacer por una maldición. La muerte de su madre lo llevaron a convertirse en un espectro justiciero que comete actos sangrientos. La película está inspirada en un espíritu justiciero de leyendas venezolanas, que silba antes de atacar.",https://pluto.tv/on-demand/movies/6346d27dcba1290014d862d4/details
Los intrusos,Horror,PG-13,1hr 32 min,"Con Maisie Williams. Un grupo de amigos cree haber realizado el robo perfecto: la casa de una pareja de ancianos de viaje. Pero la pareja regresa temprano, y la situación se sale de control y se vuelve cada vez más espeluznante.",https://pluto.tv/on-demand/movies/63d414bd200a670013670273/details
El cazador de recompensas,Western,PG-13,2hr 19 min,"Atormentado por los horrores de la Guerra Civil, un ex soldado se gana la vida como cazarrecompensas. Cuando dos niños acuden a pedirle ayuda, el viejo vaquero deberá enfrentarse a su pasado y capturar a un viejo enemigo.",https://pluto.tv/on-demand/movies/6256d79cbacbfb0013c1b0cd/details
Un sueño peligroso,Drama,TV-14,1hr 48 min,"Emma es una modelo emergente, luchando por abrirse espacio en el escenario de la moda parisina. Su glamurosa vida como top model se convierte en un verdadero drama, después de trabajar con un fotógrafo y descubrir su propio lado oscuro.",https://pluto.tv/on-demand/movies/622f9f20cb3fb60013404377/details
El incomprendido,Drama,TV-14,1hr 37 min,"Al trabajar en problemas derivados de su pasado, Tom Warshaw, un artista estadounidense que vive en París, comienza a descubrir quién es realmente y regresa a su casa para reconciliarse con su familia y amigos.",https://pluto.tv/on-demand/movies/60ca4315d67d6200131c3909/details
La Armadura de Dios,Action & Adventure,TV-14,1hr 38 min,"La ex novia de Asian Hawk (Jackie Chan), una cazadora de tesoros y su mejor amiga actual son secuestradas por villanos. Para ayudar a rescatarla, tendrá que encontrar la Armadura de Dios, que hace que quien la lleve sea invencible.",https://pluto.tv/on-demand/movies/5f9af29a397eee001abb24ef/details
Hombre Peligroso,Crime,R,1hr 34 min,"Tras cumplir seis años en prisión por un crimen que no había cometido, Shane Daniels es absuelto con una disculpa del Estado de Arizona. Shane debe luchar a su manera en un país corrupto y asegurarse de que la chica salga con vida.",https://pluto.tv/on-demand/movies/60c8abbe36537d001332092c/details
La Chica de mis Sueños,Romance,TV-14,1hr 50 min,"La estafadora Rosalyn Willoughby en Hollywood y el titiritero Fletcher McBracken en San Antonio tienen el mismo sueño, que los une. Él viaja a Los Ángeles para encontrarla, pero al principio ella se resiste.",https://pluto.tv/on-demand/movies/64132abf3603f9001a16b41c/details
Atraccion Mortal,Comedy,TV-G,1hr 43 min,Tres chicas dictan las normas y costumbres en una universidad americana. Pero la dictadura del trío se ve amenazada por la llegada de una nueva estudiante con el porte de James Dean y el sarcasmo de Marlon Brando.,https://pluto.tv/on-demand/movies/64764223662d03001b22197d/details
Código De Honor,Drama,PG-13,1hr 47 min,"Después de conseguir una beca para un primario privado exclusivo, David Greene se convierte en un deportista estrella y gana la atención de una bella debutante.",https://pluto.tv/on-demand/movies/5e5d43ce4698db001ab20b57/details
Un Precio Superior Al de Los Rubíes,Romance,TV-14,1hr 51 min,"La vida de Sonia, una joven de una comunidad judía ortodoxa de Nueva York, da un vuelco cuando su rebeldía y coraje para enfrentar -y romper- las reglas de su sociedad patriarcal, le cuestan su trabajo y la custodia de su hijo.",https://pluto.tv/on-demand/movies/64021c52653b4e0013096591/details
Vírgenes suicidas,Drama,R,1hr 37 min,"A mediados de los '70, en una tranquila comunidad de Michigan, viven las hermanas Lisbon, cinco adolescentes cuya belleza ha cautivado a un grupo de muchachos del pueblo.",https://pluto.tv/on-demand/movies/62fcebfe3568a9001bbc7af7/details
Una Acción Civil,Drama,PG-13,1hr 55 min,"Jan es abogado de lesión personal que solo acepta casos grandes en los que puede llegar a un acuerdo fuera de la corte. Su último caso parece simple, pero se volverá una batalla épica, una por la que estará dispuesto a arriesgar su carrera.",https://pluto.tv/on-demand/movies/62f523dd6df8ae001a027bb8/details
Celebrity,Drama,R,1hr 53 min,Las vidas de los miembros de un matrimonio roto difieren drásticamente tras el divorcio.,https://pluto.tv/on-demand/movies/64f5ecbdc5645000133159e2/details
Volver a morir,Thriller,R,1hr 47 min,"Una mujer que ha perdido la memoria se encuentra con un detective privado que la ayuda a rastrear su identidad, pero él pronto descubre que ambos podrían tener una conexión de vidas pasadas que pone en peligro sus vidas.",https://pluto.tv/on-demand/movies/5e5d7970e3406e0013955ecb/details
Operación Condor - La Armadura de Dios 2,Action & Adventure,TV-14,1hr 47 min,"Jackie, un talentoso cazador de tesoros, es contratado para recuperar 240 toneladas de oro que un comandante alemán, Hans von Katterling, y su regimiento enterraron en el desierto del Sahara antes del final de la Segunda Guerra Mundial.",https://pluto.tv/on-demand/movies/5fa95cd39d991c001a9ccae9/details
Wish Upon a Star,Children & Family,TV-Y,1hr 29 min,"En este clásico culto, Hayley Wheaton (Danielle Harris) desea cambiar de lugar con su hermana, la mayor y más popular Alexia (Katherine Heigl). Tras una pelea entre las hermanas, ellas despiertan un día a ver que el sueño se ha hecho realidad.",https://pluto.tv/on-demand/movies/60195a8a50e458001a7b5170/details
¿Cómo diablos le hace?,Romance,PG-13,1hr 29 min,"Una comedia centrada en la vida de Kate Reddy, una ejecutiva financiera que es el sostén de su esposo y sus dos hijos.",https://pluto.tv/on-demand/movies/63adec2288bc2000134d0f13/details
Bella del Señor,Romance,TV-MA,1hr 44 min,Un funcionario de alto rango judío tiene un romance con la esposa protestante de uno de sus empleados.,https://pluto.tv/on-demand/movies/604a6dcde7c979001a8a42f0/details
Amor en venta,Romance,R,1hr 22 min,Una influencer de moda con dificultades económicas conoce al heredero de una fortuna. Esta relación con uno de los hombres más ricos del país es lo que necesita para financiar su lujoso estilo de vida. Todo cambia cuando comienza a enamorarse de él.,https://pluto.tv/on-demand/movies/63cab942b20b080013d3ae7e/details
El Amor es Imperfecto,Romance,TV-MA,1hr 32 min,"Elena es una hermosa mujer de 35 años obsesionada con la perfección. Su vida se convierte en un caos cuando conoce a Adriana, una joven de 18 años que ofrece pasión y emoción, y a Héctor, un hombre mayor que ofrece estabilidad y seguridad.",https://pluto.tv/on-demand/movies/63ceb6091fdb9b00131d19f3/details
Trust the Man,Comedy,R,1hr 39 min,"Historia de dos parejas de Nueva York: una actriz de éxito está casada con un hombre que, además de no trabajar, es adicto al sexo. El hermano de la actriz es también un vago que sale con una aspirante a novelista.",https://pluto.tv/on-demand/movies/66a7d8a697009300132a4b2c/details
Durmiendo con otros,Romance,R,1hr 41 min,"Doce años después de una aventura de una noche, un hombre (Jason Sudeikis) y una mujer (Alison Brie) se encuentran e intentan mantener una relación platónica a pesar de su atracción mutua.",https://pluto.tv/on-demand/movies/5ea300750c8fd6001ad8605f/details
Pure Country 2: The Gift,Romance,N/A,1hr 51 min,Tres ángeles le dan el don del canto a una niña y una serie de reglas a seguir para su fama y fortuna.,https://pluto.tv/on-demand/movies/61b36fe4b3ddda0013679182/details
Amor Rebelde,Drama,PG-13,1hr 26 min,Un grupo de amigos vive en Londres creando arte y disfrutando de un estilo de vida ocioso y acelerado.,https://pluto.tv/on-demand/movies/6317a28a04308c00135f41f2/details
Apartment 12,Comedy,R,1hr 29 min,Un artista de Los Ángeles de repente encuentra su vida patas arriba cuando se cancela su exhibición de arte y su novia modelo lo deja.,https://pluto.tv/on-demand/movies/6502108a3b200500137fbd8b/details
Serena,Romance,R,1hr 49 min,"En la Carolina del Norte de los Años 20, el futuro del imperio maderero de George Pemberton se complica cuando se casa con Serena.",https://pluto.tv/on-demand/movies/5e0a2bf7be8fa6764e877093/details
Juntos en navidad,Romance,N/A,1hr 26 min,Una mujer se enamora mientras alquila la casa de huéspedes de un papá joven en Navidad.,https://pluto.tv/on-demand/movies/61b36e97eeb8a300130c2dcc/details
Atrapa una estrella fugaz,Romance,PG-13,1hr 25 min,"Luego de quedar perdida en un pueblito, una actriz malcriada (Sela Ward) se toma su tiempo para poder conocerse a sí misma.",https://pluto.tv/on-demand/movies/6398c094d576210013f7e69d/details
Un pedazo de mi corazón,Comedy,PG,1hr 53 min,"Isabella visita su ciudad natal para celebrar el cumpleaños de su padre. Allí, se reencuentra con su vieja amiga Molly, que ahora se ha hecho cargo de la antigua pandilla y, peor aún, está comprometida con Simon, el ex de Isabella.",https://pluto.tv/on-demand/movies/65cfb0b84927ad00145b07ec/details
Poderosa Afrodita,Romance,R,1hr 34 min,"Cuando descubre que su hijo adoptivo es un genio, un periodista deportivo de Nueva York busca a la madre biológica del niño: una tonta estrella porno y prostituta.",https://pluto.tv/on-demand/movies/64f5dd45ccaa290013dd10f0/details
Cita con el amor,Comedy,R,1hr 36 min,"Mientras que su hermana Beth se prepara para contraer matrimonio, Sarah se encuentra en una situación complicada después de romper con su pareja. Una redefinición del paisaje emocional en las relaciones de hoy en día",https://pluto.tv/on-demand/movies/62fe9babce5c48001b1d1c75/details
ARLEQUÍN: UN CAMBIO DE LUGAR,Romance,TV-14,1hr 31 min,"Cuando Dominique le pide a su hermana gemela Kimberly que asuma su papel de modelo. ¿Podrá engañar a la élite de la alta costura o al solucionador de problemas de Duroche, Philippe de Claremont?",https://pluto.tv/on-demand/movies/639a0c58a6bb3b00146b9b34/details
El amor perfecto no existe,Romance,TV-MA,1hr 29 min,Una pareja cuyo matrimonio se está desmoronando tiene una experiencia surrealista durante un fin de semana en una casa recomendada por su terapeuta.,https://pluto.tv/on-demand/movies/604f6f410f9c0e001aea7b05/details
Sex and breakfast,Romance,R,1hr 21 min,Dos parejas jóvenes intentan resolver sus problemas de relación a través del intercambio de pareja prescrito por un psicólogo.,https://pluto.tv/on-demand/movies/602436318d35a80013ee1a40/details
Autumn in New York,Romance,PG-13,1hr 44 min,"Will Keane es el propietario de uno de los restaurantes más famosos y prestigiosos de Nueva York. Su carisma y seguridad le convierten en un imán para las mujeres, con las que se relaciona sin comprometerse.",https://pluto.tv/on-demand/movies/5eb01a731b77ab001a634f34/details
Algunas Mujeres,Comedy,N/A,1hr 29 min,"En la víspera de su boda, un escritor exitoso viaja por todo el país para encontrarse con ex amantes en un intento de reparar las transgresiones de relaciones pasadas.",https://pluto.tv/on-demand/movies/5eb16d0dd6ea50001a3152df/details
El encanto de la bestia,Romance,PG-13,1hr 26 min,"Una versión moderna de la historia de ""La Bella y la Bestia"", donde un adolescente de Nueva York se transforma en un monstruo espantoso para encontrar el amor verdadero.",https://pluto.tv/on-demand/movies/63adc4c18ba71d0013eaf5eb/details
Americano,Romance,R,1hr 23 min,"Con el encierro de Pamplona en pleno apogeo, un joven americano se encuentra con una serie de personas que le animan a repensar su futuro: ¿Quiere volver a casa con la promesa de una carrera acelerada o está hecho para él una vida diferente?",https://pluto.tv/on-demand/movies/602436458d35a80013ee1dbe/details
Un Día para Siempre,Comedy,PG-13,1hr 32 min,"Zazie es invitada a la boda de su mejor amiga. Ella decide hacer todo lo posible para evitar lo que a sus ojos es el error de su vida. Pero cuando se encuentra atrapada en la línea de tiempo de la boda, las cosas se complican.",https://pluto.tv/on-demand/movies/666c5afb626cfe00136f145b/details
ARLEQUÍN: A La Media Noche,Romance,PG-13,1hr 31 min,"Liz, una hermosa niñera, da un nuevo significado a la vida de Richard, un científico viudo y su talentoso pero distanciado hijo Andy.",https://pluto.tv/on-demand/movies/639a2f798ba71d0013e47b44/details
Noche de Reyes,Romance,PG,2hr 14 min,"La duodécima noche o Lo que ustedes quieran, título alternativo de Shakespeare, es la descripción adecuada de una obra que parece serlo todo para todos: una escandalosa comedia que incluye a algunos de los personajes más inolvidables del poeta.",https://pluto.tv/on-demand/movies/65561961727df0001a7e3e64/details
Taking A Chance On Love,Romance,G,1hr 28 min,"Cuando la escritora Peyton recibe una propuesta de su novio, King, tiene demasiado miedo de arriesgarse a vivir la vida que se merece. Pero una nota de un lector fiel podría cambiarlo todo.",https://pluto.tv/on-demand/movies/612511d2d24f5e00135e9f3c/details
Sobre Nosotros,Romance,PG,1hr 37 min,"Una joven pareja vuelve a visitar el lugar donde pasaron su luna de miel ocho años antes, en un esfuerzo por revivir el problemático matrimonio",https://pluto.tv/on-demand/movies/65d4eb819255690013921035/details
Last Night,Romance,R,1hr 32 min,"Relato de amor, traición y celos. Un matrimonio de Nueva York tiene que separarse, durante una noche, por causa de un viaje de negocios que el marido (Worthington) debe realizar con una atractiva compañera de trabajo (Eva Mendes).",https://pluto.tv/on-demand/movies/5ea2ee97c733d6001a1ae5e0/details
Un hombre a la altura,Comedy,PG-13,1hr 38 min,"Una hermosa y recién divorciada abogada recibe una llamada de un hombre que se ha encontrado su móvil. Él es educado y culto, y ella cae bajo su hechizo. Tienen una cita, pero su encuentro no es el esperado. Con el ganador del Oscar Jean Dujardin.",https://pluto.tv/on-demand/movies/6256d78cbacbfb0013c1b016/details
ARLEQUÍN: BELLEZAS TRAICIONERAS,Romance,PG-13,1hr 32 min,"Anne Marie Kerr sospecha que la muerte de su hermano no es el accidente que parece. Usando una identidad falsa, se va a trabajar para la familia que puede tener algo que ver con su muerte.",https://pluto.tv/on-demand/movies/639a19036d7934001346ad0a/details
Mi Dulce Navidad,Children & Family,TV-14,1hr 25 min,"Sadie, una exitosa ejecutiva de marketing, es hija de los dueños de una chocolatería tradicional. Cuando decide pasar la Navidad con su familia, descubre que sus padres planean vender la tienda, poniendo en riesgo su sueño de heredarla algún día.",https://pluto.tv/on-demand/movies/637d0f9507ac2f00144f2038/details
Albert Nobbs,Romance,R,1hr 53 min,Albert Nobbs escapa a trabajar como mayordomo en el hotel más lujoso de Dublín donde conoce a un joven que la hace dudar el seguir viviendo su mentira.,https://pluto.tv/on-demand/movies/5f3fd881ad190c001a52e47e/details
La cabaña de Navidad,Romance,N/A,1hr 29 min,"Mary se va de vacaciones a las montañas con su novio. De camino, encuentran a una niña que se había torcido el tobillo, y que casualmente es la hija de un antiguo amigo de su infancia.",https://pluto.tv/on-demand/movies/619261e49543c5001a077106/details
Not Suitable for Children,Comedy,TV-MA,1hr 36 min,Un joven playboy que descubre que tiene un mes hasta que se convierte en infértil se dedica a procrear tanto como sea posible.,https://pluto.tv/on-demand/movies/5fb7bb805eb0df001b1455ae/details
Una Noche Especial,Romance,PG,1hr 30 min,"Catherine y Robert son unos adultos mayores que nunca pensaron que podían encontrar algo increíble entre ellos. Su encuentro es una noche especial, siendo esto el inicio de una relación para vivir una segunda oportunidad de sentir verdadero amor.",https://pluto.tv/on-demand/movies/628f800abf4210001a3e2755/details
